Id,AnswerCount
"79215","5"
"79275","5"
"79455","6"
"79541","2"
"79584","7"
"79816","5"
"80084","8"
"80202","5"
"80278","4"
"80284","9"
"80802","12"
"80963","8"
"80980","7"
"81099","10"
"81108","7"
"81410","4"
"81512","3"
"81768","3"
"81945","3"
"82259","8"
"82509","6"
"82908","2"
"83132","12"
"83225","11"
"83405","4"
"83444","23"
"83990","9"
"84716","6"
"84803","4"
"85116","13"
"85155","6"
"85815","18"
"85887","1"
"85992","14"
"86105","11"
"86269","3"
"86426","31"
"86428","19"
"86477","7"
"86491","3"
"86513","24"
"86545","6"
"86604","11"
"86849","9"
"86902","4"
"87359","13"
"87373","3"
"87692","9"
"87871","4"
"87896","5"
"87934","4"
"88485","7"
"89051","2"
"89796","3"
"90181","2"
"90579","5"
"90595","11"
"91170","5"
"91367","10"
"91434","5"
"91518","5"
"91629","5"
"92372","10"
"92471","4"
"92720","26"
"92984","5"
"93664","4"
"93692","10"
"93695","15"
"93708","7"
"93767","2"
"93799","2"
"93911","6"
"94007","2"
"94037","8"
"94141","7"
"94582","2"
"94674","3"
"94757","10"
"94934","8"
"95005","3"
"95213","8"
"95326","3"
"95731","14"
"95858","5"
"95875","10"
"96066","14"
"96086","7"
"96428","10"
"96463","2"
"96486","10"
"96671","5"
"96748","16"
"97206","6"
"97578","13"
"97962","5"
"98124","14"
"98205","15"
"98669","2"
"98915","4"
"99640","6"
"99785","6"
"99917","4"
"99927","3"
"100519","6"
"100645","8"
"100661","5"
"100774","5"
"101422","4"
"101536","7"
"101540","5"
"101597","4"
"101893","4"
"102055","3"
"102261","6"
"102343","3"
"102605","11"
"103489","8"
"103598","5"
"103679","3"
"103707","5"
"104022","12"
"104267","3"
"104323","6"
"104568","3"
"105034","48"
"105147","4"
"105720","10"
"105777","2"
"106095","5"
"106112","6"
"106425","3"
"106481","7"
"106509","16"
"106828","9"
"107317","1"
"107464","27"
"107531","9"
"107546","4"
"107971","4"
"108207","20"
"108294","8"
"108853","5"
"109064","5"
"109086","8"
"109149","5"
"109399","18"
"109762","1"
"109854","2"
"110354","3"
"110533","12"
"110774","6"
"111102","88"
"111302","2"
"111368","20"
"111407","10"
"111529","8"
"112112","12"
"112158","13"
"112261","1"
"112440","9"
"112721","3"
"113218","3"
"113440","9"
"113507","3"
"113682","6"
"113750","6"
"113780","15"
"114068","10"
"114148","5"
"114417","4"
"114525","7"
"114807","20"
"114860","8"
"114872","8"
"115472","14"
"115548","8"
"115644","2"
"115862","7"
"115979","4"
"116221","12"
"116338","2"
"116658","1"
"116682","2"
"116690","3"
"116736","9"
"116967","13"
"117361","2"
"117547","2"
"117551","2"
"117570","6"
"117665","8"
"118043","3"
"118151","1"
"118241","18"
"118270","1"
"118391","2"
"118565","2"
"118595","4"
"118693","11"
"118755","14"
"118884","43"
"118990","2"
"119432","8"
"119441","12"
"119818","4"
"119826","8"
"119969","29"
"119980","5"
"120075","2"
"120189","6"
"120201","2"
"120262","3"
"120646","11"
"120693","6"
"120804","6"
"120854","1"
"121066","4"
"121167","10"
"121203","37"
"121218","5"
"121490","4"
"121499","23"
"121707","2"
"121817","12"
"122102","53"
"122546","2"
"122919","4"
"122920","7"
"123776","4"
"124166","6"
"124269","12"
"124326","8"
"124742","3"
"124764","6"
"124854","7"
"124935","4"
"125102","3"
"125177","9"
"125735","4"
"125813","5"
"126011","1"
"126100","15"
"126131","2"
"126373","5"
"126631","3"
"127038","4"
"127095","5"
"128028","5"
"128034","11"
"128305","5"
"128342","11"
"128580","3"
"128816","1"
"128923","13"
"128949","15"
"128954","5"
"129360","6"
"129451","7"
"129898","5"
"130165","3"
"130186","4"
"130396","32"
"130404","15"
"130543","0"
"130564","17"
"130837","4"
"130843","2"
"131068","3"
"131406","12"
"132566","2"
"132750","3"
"133310","12"
"133596","4"
"133703","5"
"133925","24"
"133973","5"
"134235","10"
"134374","5"
"134656","4"
"134815","6"
"134845","51"
"134885","4"
"135123","10"
"135203","12"
"135274","3"
"135448","21"
"135801","4"
"135894","1"
"136012","8"
"136195","4"
"136458","13"
"136485","3"
"136617","7"
"136682","4"
"136937","6"
"136961","2"
"137091","5"
"137534","4"
"137872","7"
"137951","2"
"138174","3"
"138309","7"
"138457","1"
"138570","4"
"138669","7"
"138884","17"
"139118","8"
"139142","7"
"139157","4"
"139623","6"
"139723","7"
"139921","4"
"139948","8"
"140133","8"
"140241","2"
"140460","6"
"140462","6"
"140680","3"
"140743","2"
"141002","6"
"141136","7"
"141198","2"
"141207","1"
"141280","5"
"141348","15"
"141427","3"
"141441","6"
"141450","7"
"141606","8"
"141989","5"
"142000","4"
"142527","3"
"142573","6"
"143087","7"
"143388","9"
"143486","7"
"143747","6"
"143793","4"
"143815","4"
"143847","8"
"144147","2"
"144675","1"
"144731","4"
"144810","6"
"145053","8"
"145241","2"
"145480","5"
"145770","3"
"145775","4"
"146153","3"
"146659","6"
"146916","6"
"147208","4"
"147264","1"
"147364","2"
"147626","7"
"147636","6"
"147824","5"
"147839","1"
"147867","8"
"147891","5"
"147976","5"
"148118","8"
"148361","2"
"148441","15"
"148901","29"
"149055","61"
"149206","7"
"149272","1"
"149573","18"
"149844","6"
"149962","4"
"150033","7"
"150083","1"
"150404","7"
"150535","5"
"150606","3"
"150814","7"
"151337","2"
"151348","4"
"151362","7"
"151544","2"
"151555","4"
"151701","3"
"151731","2"
"152104","4"
"152262","7"
"152276","6"
"152483","7"
"152975","70"
"153039","5"
"153061","6"
"153152","21"
"153381","7"
"153406","5"
"153439","2"
"153748","14"
"153776","4"
"153909","14"
"153934","4"
"154004","5"
"154059","37"
"154132","10"
"154148","1"
"154862","10"
"155046","2"
"155188","22"
"155306","2"
"155371","6"
"155424","2"
"155426","10"
"155427","4"
"155445","1"
"155615","26"
"155649","6"
"155697","2"
"155739","15"
"155751","4"
"156051","2"
"156181","1"
"156686","15"
"156696","6"
"156852","7"
"157260","14"
"157781","1"
"158149","3"
"158319","14"
"158369","3"
"158375","6"
"158438","3"
"158544","4"
"158673","9"
"158710","3"
"158750","5"
"158806","1"
"158851","8"
"159183","9"
"159252","3"
"159261","15"
"159340","4"
"159476","5"
"159491","1"
"159549","3"
"159842","4"
"159914","4"
"160144","6"
"160296","1"
"160376","10"
"160550","14"
"160650","3"
"160694","13"
"161717","4"
"161783","7"
"161913","5"
"162159","12"
"162181","1"
"162326","4"
"162730","13"
"162911","4"
"163021","2"
"163444","5"
"163563","6"
"163583","4"
"163610","10"
"163761","3"
"164085","9"
"164105","4"
"164147","4"
"164181","5"
"164282","2"
"164397","16"
"164403","7"
"164855","3"
"165149","1"
"165253","4"
"165446","5"
"165783","10"
"166127","4"
"166221","25"
"167426","3"
"167752","4"
"167857","1"
"168214","14"
"168464","8"
"168575","4"
"168596","6"
"168661","2"
"168738","2"
"168912","4"
"168924","2"
"169164","16"
"169258","4"
"169506","22"
"169731","3"
"169833","4"
"169862","2"
"169894","5"
"169928","6"
"170004","11"
"170164","9"
"170180","7"
"170415","5"
"170624","13"
"170937","5"
"170986","29"
"170997","16"
"171000","3"
"171027","31"
"171074","4"
"171089","1"
"171251","53"
"171259","1"
"171367","1"
"171407","8"
"171542","3"
"171565","5"
"171630","6"
"172258","2"
"172365","3"
"172524","4"
"172663","2"
"172748","4"
"172753","22"
"172821","9"
"172957","7"
"173046","14"
"173070","11"
"173115","3"
"173366","3"
"173617","2"
"173832","1"
"173835","3"
"173884","5"
"173934","11"
"174008","8"
"174025","2"
"174535","5"
"174672","4"
"174752","6"
"174777","4"
"174891","5"
"175049","5"
"175115","4"
"175385","7"
"175609","1"
"175739","19"
"175742","6"
"176135","3"
"176171","5"
"176192","1"
"176235","9"
"176255","5"
"176545","2"
"176572","6"
"176626","3"
"176831","3"
"177161","3"
"177536","4"
"177719","8"
"177725","2"
"178016","10"
"178247","3"
"178263","2"
"178325","49"
"178407","7"
"178696","5"
"178809","8"
"178904","8"
"178964","5"
"179054","10"
"179334","1"
"179355","16"
"179713","9"
"179826","6"
"179834","2"
"180103","8"
"180211","4"
"180245","9"
"180373","4"
"180451","4"
"180814","5"
"180827","9"
"180841","30"
"180844","5"
"180884","3"
"181056","4"
"181132","3"
"181189","8"
"181254","7"
"181348","11"
"181622","2"
"182071","5"
"182410","7"
"182587","4"
"182602","3"
"182630","40"
"183161","13"
"183214","7"
"183369","12"
"183485","1"
"183496","5"
"183702","10"
"183782","2"
"183859","3"
"184028","3"
"184850","1"
"184858","10"
"185034","6"
"185112","3"
"185149","3"
"185423","2"
"185429","3"
"185510","11"
"185680","5"
"185952","6"
"185966","3"
"186024","7"
"186244","8"
"186313","2"
"186314","5"
"186345","4"
"186351","1"
"186456","6"
"186921","2"
"187059","5"
"187098","9"
"187537","10"
"187619","11"
"187890","4"
"188138","3"
"188621","2"
"188663","3"
"188669","7"
"188691","5"
"189079","4"
"189430","14"
"189850","5"
"190253","9"
"190560","19"
"190641","4"
"190852","26"
"191056","6"
"191157","13"
"191260","2"
"191413","12"
"191483","5"
"191657","7"
"191746","6"
"191881","11"
"192200","2"
"192264","2"
"192570","5"
"192608","5"
"192697","3"
"192900","11"
"192978","2"
"193130","2"
"193221","6"
"193315","7"
"193448","1"
"193536","7"
"193540","8"
"193547","9"
"193561","7"
"193677","6"
"193810","4"
"194101","15"
"194346","2"
"194397","24"
"194450","5"
"194650","3"
"194761","3"
"194803","7"
"194846","16"
"195149","14"
"195262","8"
"195270","22"
"195302","1"
"195335","3"
"195363","11"
"195408","5"
"195509","7"
"195667","4"
"195768","6"
"195951","27"
"196020","2"
"196027","16"
"196224","2"
"196498","6"
"196508","6"
"196684","19"
"196702","12"
"196713","3"
"196924","10"
"196925","19"
"196966","5"
"196972","41"
"197008","3"
"197112","4"
"197160","6"
"197345","3"
"197489","7"
"197712","8"
"197713","14"
"197748","14"
"197769","22"
"197821","4"
"197957","2"
"198047","4"
"198049","8"
"198129","4"
"198271","9"
"198279","2"
"198312","2"
"198337","13"
"198360","4"
"198670","2"
"198892","8"
"198974","3"
"199046","1"
"199065","4"
"199099","29"
"199127","5"
"199718","6"
"199733","1"
"199872","5"
"199879","3"
"200284","1"
"200312","2"
"200337","4"
"200439","4"
"200662","6"
"200822","3"
"201183","44"
"201314","4"
"201530","4"
"201684","9"
"201724","14"
"201832","6"
"202060","3"
"202131","5"
"202285","2"
"202289","8"
"202368","20"
"202442","5"
"202605","29"
"203054","2"
"203113","6"
"203161","2"
"203188","1"
"203194","4"
"203198","19"
"203199","5"
"203739","10"
"203756","1"
"204087","3"
"204140","3"
"204310","6"
"204431","7"
"204444","4"
"204608","1"
"204702","1"
"204813","5"
"205001","3"
"205087","9"
"205180","6"
"205204","5"
"205468","4"
"205631","5"
"205688","8"
"205853","15"
"206528","4"
"206614","2"
"206790","7"
"206880","4"
"206988","6"
"206997","5"
"207150","4"
"207193","1"
"207298","10"
"207513","6"
"207554","4"
"207613","7"
"207696","10"
"207720","6"
"207791","4"
"207824","3"
"208016","16"
"208051","6"
"208105","29"
"208151","4"
"208176","1"
"208647","3"
"208682","7"
"208869","7"
"209043","6"
"209201","2"
"209254","2"
"209320","4"
"209418","14"
"209428","9"
"209449","1"
"209509","5"
"209607","3"
"209717","3"
"209732","3"
"209861","2"
"209869","5"
"209940","1"
"209972","3"
"210180","7"
"210308","1"
"210309","3"
"210324","5"
"210377","10"
"210467","2"
"210643","28"
"210717","25"
"210745","3"
"210761","7"
"210821","4"
"210881","4"
"210985","4"
"211074","9"
"211335","3"
"211375","1"
"211536","11"
"211694","5"
"211703","6"
"211769","3"
"211795","8"
"212378","3"
"212401","3"
"212550","15"
"212587","9"
"212988","7"
"213271","2"
"213461","3"
"213465","6"
"213680","6"
"213845","10"
"213939","2"
"214072","2"
"214348","2"
"214491","7"
"214588","3"
"214722","3"
"214899","7"
"215115","2"
"215160","2"
"215390","11"
"215589","6"
"216070","3"
"216173","2"
"216185","5"
"216536","7"
"216542","20"
"216588","7"
"216674","5"
"217301","2"
"217316","14"
"217357","2"
"217414","3"
"217749","10"
"217781","5"
"217957","14"
"218043","3"
"218144","2"
"218219","5"
"218399","6"
"218699","8"
"218733","5"
"218798","6"
"218911","3"
"219055","3"
"219243","3"
"219285","7"
"219322","1"
"219868","9"
"220149","6"
"220188","10"
"220211","3"
"220231","11"
"220236","6"
"220445","8"
"220458","1"
"220488","2"
"220603","8"
"220754","2"
"220767","4"
"220773","3"
"220838","1"
"221043","4"
"221091","4"
"221192","12"
"221294","33"
"221307","3"
"221347","1"
"221396","7"
"221432","3"
"221539","6"
"221592","9"
"221710","7"
"221761","1"
"222018","3"
"222058","1"
"222218","3"
"222309","14"
"222551","3"
"222709","1"
"222740","6"
"222841","6"
"222957","2"
"223064","2"
"223092","7"
"223097","10"
"223621","1"
"223810","4"
"223991","3"
"224345","5"
"224471","7"
"224820","10"
"224852","3"
"225030","6"
"225096","2"
"225130","3"
"225367","4"
"225563","3"
"225597","2"
"225633","8"
"225635","3"
"225915","4"
"225916","2"
"226071","4"
"226088","5"
"226102","13"
"226411","2"
"226637","4"
"226676","1"
"226689","13"
"226847","10"
"226980","5"
"227022","16"
"227129","3"
"227208","2"
"227288","6"
"227312","5"
"227440","2"
"227449","4"
"227552","19"
"227701","5"
"227708","2"
"227950","2"
"228125","7"
"228225","4"
"228377","8"
"228549","4"
"228598","4"
"228726","3"
"228835","7"
"229080","4"
"229726","4"
"230205","3"
"230573","1"
"230931","7"
"231377","4"
"231478","5"
"231550","3"
"231666","4"
"231679","3"
"232020","2"
"232507","2"
"232662","3"
"232775","4"
"233041","2"
"233188","5"
"233283","5"
"233467","10"
"233553","18"
"233622","3"
"233719","4"
"233793","4"
"233845","1"
"233979","4"
"234024","4"
"234336","1"
"234481","2"
"234683","6"
"234696","5"
"235145","3"
"235289","1"
"235360","5"
"235411","4"
"235556","3"
"235695","2"
"235967","6"
"235982","3"
"236073","5"
"236248","2"
"236279","3"
"236624","6"
"236715","2"
"237104","38"
"237254","4"
"237307","3"
"237350","4"
"237822","4"
"238931","5"
"238941","3"
"239082","7"
"239232","4"
"239762","1"
"239786","2"
"239816","5"
"240242","5"
"240269","4"
"240293","4"
"240354","2"
"240362","3"
"240467","2"
"240592","7"
"241145","6"
"241402","6"
"241550","3"
"241570","3"
"241727","4"
"242069","3"
"242182","6"
"242453","5"
"242608","11"
"242627","4"
"242688","1"
"242756","4"
"242812","3"
"242813","39"
"242841","21"
"242992","4"
"243263","3"
"243415","1"
"243788","4"
"243800","3"
"243887","1"
"243894","6"
"244063","4"
"244148","5"
"244183","7"
"244394","2"
"244522","2"
"244601","4"
"244715","4"
"244918","8"
"245062","15"
"245124","6"
"245241","7"
"245317","2"
"245355","4"
"245422","1"
"245456","4"
"245768","5"
"245868","7"
"246193","8"
"246272","2"
"246274","2"
"246289","1"
"246480","4"
"246800","1"
"246801","20"
"246803","2"
"246901","1"
"246966","4"
"247023","5"
"247085","1"
"247128","12"
"247209","28"
"247329","5"
"247479","7"
"247483","21"
"247573","8"
"247596","4"
"247834","2"
"248320","3"
"248351","5"
"249074","12"
"249188","3"
"249192","10"
"249214","1"
"249247","3"
"249346","2"
"249825","5"
"249926","5"
"249991","6"
"250055","6"
"250216","5"
"250228","3"
"250256","7"
"250450","1"
"250473","2"
"250643","4"
"250688","11"
"250690","5"
"250790","3"
"250932","4"
"251204","6"
"251297","4"
"251313","4"
"251402","9"
"251420","17"
"251463","4"
"251466","4"
"251588","1"
"251636","5"
"251659","2"
"251696","3"
"251729","5"
"251814","8"
"251865","2"
"251941","5"
"252151","4"
"252222","6"
"252660","4"
"252665","6"
"252677","10"
"252924","4"
"253267","4"
"253338","4"
"253360","2"
"253403","13"
"253705","2"
"254111","6"
"254121","4"
"254200","3"
"254251","7"
"254302","2"
"254558","3"
"254662","2"
"254732","5"
"254823","2"
"254929","5"
"255041","4"
"255071","2"
"255445","6"
"255534","3"
"255617","1"
"255785","8"
"255830","4"
"255926","5"
"256183","1"
"256195","17"
"256428","1"
"256628","3"
"256634","2"
"256728","3"
"256754","21"
"256768","3"
"257078","6"
"257085","4"
"257255","5"
"257378","2"
"258028","6"
"258056","5"
"258062","2"
"258235","2"
"258781","4"
"258856","1"
"259435","9"
"259484","3"
"259614","1"
"259709","4"
"259751","9"
"259759","5"
"259850","4"
"260043","5"
"260210","4"
"260302","6"
"260745","3"
"260749","3"
"260787","5"
"260857","12"
"261024","1"
"261045","7"
"261083","8"
"261098","2"
"261219","8"
"261368","7"
"261599","7"
"261679","1"
"261910","3"
"261978","3"
"261985","11"
"262150","7"
"262273","3"
"262305","1"
"262427","7"
"262573","5"
"262593","2"
"262740","4"
"263129","3"
"263232","8"
"263359","12"
"263743","4"
"263902","1"
"263938","6"
"263965","68"
"264430","9"
"264508","6"
"264626","5"
"264766","2"
"264961","1"
"265074","4"
"265106","2"
"265264","1"
"265398","6"
"265478","10"
"265541","3"
"265807","4"
"265984","9"
"266002","3"
"266199","5"
"266213","5"
"266327","8"
"266491","4"
"266585","3"
"266704","7"
"266777","5"
"266794","5"
"266921","5"
"267160","5"
"267191","8"
"267303","2"
"267517","1"
"267618","4"
"267704","7"
"267774","2"
"268320","4"
"268421","3"
"268464","4"
"268490","13"
"268625","8"
"268902","4"
"269044","9"
"269566","5"
"269590","3"
"269729","4"
"269974","4"
"270011","2"
"270177","6"
"270337","4"
"270380","3"
"270494","9"
"270612","18"
"270623","3"
"271031","4"
"271171","7"
"271219","1"
"271276","4"
"271340","2"
"271706","3"
"271856","3"
"271892","8"
"272101","1"
"272342","9"
"272457","6"
"272541","8"
"272619","1"
"272635","3"
"272676","6"
"273054","3"
"273789","15"
"274284","1"
"274843","4"
"274868","5"
"275011","5"
"275039","10"
"275070","2"
"275092","17"
"275351","7"
"275514","3"
"275569","4"
"275625","8"
"275734","1"
"275761","6"
"275891","10"
"276087","2"
"276249","3"
"276400","4"
"276479","18"
"276660","12"
"276693","3"
"276706","9"
"277226","3"
"277423","5"
"277544","14"
"277775","3"
"277924","2"
"277935","1"
"278089","18"
"278119","1"
"278122","5"
"278249","2"
"278651","1"
"278719","7"
"278789","4"
"278890","3"
"278927","5"
"279391","4"
"279475","3"
"279575","5"
"279634","5"
"279734","1"
"279749","11"
"280049","6"
"280109","2"
"280201","3"
"280229","3"
"280283","4"
"280389","25"
"280428","4"
"280551","4"
"280634","29"
"280712","8"
"280713","7"
"280793","7"
"280879","12"
"281067","1"
"281246","3"
"281258","2"
"281264","33"
"281383","5"
"281438","5"
"281468","6"
"281576","4"
"281912","3"
"281960","2"
"282129","4"
"282184","7"
"282245","3"
"282282","3"
"282348","1"
"282444","2"
"282475","2"
"282499","5"
"282644","3"
"282670","7"
"282758","4"
"282831","4"
"283468","6"
"283486","3"
"283498","1"
"283774","6"
"283869","4"
"283891","2"
"283956","17"
"284052","2"
"284229","1"
"284246","2"
"284422","3"
"285139","6"
"285154","3"
"285237","4"
"285428","6"
"285512","4"
"285522","18"
"286141","24"
"286285","2"
"286297","3"
"286426","4"
"286521","2"
"286603","6"
"286786","1"
"286824","3"
"286921","17"
"286932","2"
"287000","5"
"287242","3"
"287407","4"
"287523","1"
"287541","3"
"287698","3"
"287750","10"
"287811","3"
"287875","3"
"287903","37"
"287960","3"
"288277","10"
"288287","1"
"288368","3"
"288699","6"
"288814","5"
"288867","4"
"289108","4"
"289513","5"
"289667","10"
"289751","17"
"289756","4"
"290018","3"
"290121","14"
"290178","3"
"290214","6"
"290254","12"
"290368","4"
"290394","1"
"290535","12"
"290585","1"
"290636","2"
"290940","2"
"291162","4"
"291183","1"
"291391","5"
"291466","3"
"291534","16"
"291553","3"
"291647","2"
"291665","2"
"291704","5"
"291855","3"
"292085","3"
"292091","4"
"292101","10"
"292256","3"
"292257","6"
"292362","4"
"292646","4"
"292711","2"
"292723","1"
"292861","4"
"292941","3"
"293506","4"
"293541","2"
"293648","4"
"293657","1"
"293735","4"
"293956","6"
"293959","2"
"294250","9"
"294297","9"
"294340","1"
"294349","3"
"294502","4"
"294777","4"
"294945","5"
"295059","3"
"295071","2"
"295123","22"
"295216","4"
"295329","2"
"295421","4"
"295566","9"
"295645","3"
"295647","4"
"295708","3"
"295827","4"
"296020","11"
"296229","6"
"296230","6"
"296658","5"
"296667","10"
"296674","2"
"297236","8"
"297420","3"
"297970","3"
"298049","6"
"298057","9"
"298145","2"
"298342","3"
"298435","1"
"298459","5"
"298503","17"
"298507","3"
"298745","17"
"298750","11"
"298753","3"
"298772","8"
"298850","3"
"299200","5"
"299272","2"
"299414","3"
"299461","2"
"299577","2"
"299582","5"
"299636","6"
"299679","6"
"299729","6"
"299802","11"
"300052","1"
"300129","1"
"300185","6"
"300217","2"
"300303","2"
"300306","2"
"300321","8"
"300327","9"
"300380","6"
"300498","2"
"300515","4"
"300788","3"
"300855","13"
"300895","1"
"300965","1"
"300990","1"
"301004","2"
"301036","4"
"301284","3"
"301422","2"
"301426","1"
"301442","9"
"301471","5"
"301484","9"
"301696","4"
"301725","3"
"302046","3"
"302122","22"
"302223","5"
"302569","3"
"302749","6"
"302829","3"
"302993","4"
"303026","3"
"303275","5"
"303338","2"
"303541","4"
"303720","6"
"303767","3"
"304205","1"
"304233","5"
"304270","2"
"304491","4"
"304706","1"
"304723","4"
"304804","7"
"304837","6"
"305177","10"
"305776","2"
"306097","2"
"306136","4"
"306285","1"
"306305","6"
"306583","16"
"306867","2"
"306920","4"
"307083","1"
"307179","18"
"307220","1"
"307236","5"
"307250","5"
"307364","3"
"307391","2"
"307411","3"
"307500","6"
"307539","4"
"307679","8"
"307777","4"
"308019","5"
"308054","2"
"308076","3"
"308175","4"
"308191","8"
"308501","3"
"308514","4"
"309114","1"
"309680","7"
"309682","6"
"309921","2"
"309953","10"
"310583","6"
"310652","3"
"310870","13"
"310911","5"
"310996","7"
"311052","11"
"311062","9"
"311307","2"
"311605","4"
"311933","1"
"312244","2"
"312278","3"
"312605","4"
"312625","4"
"312692","0"
"312875","1"
"312877","2"
"312880","3"
"312925","4"
"313049","3"
"313409","5"
"313410","6"
"313478","13"
"313483","3"
"313722","1"
"313893","14"
"314158","1"
"314301","5"
"314763","2"
"314891","2"
"315078","9"
"315177","7"
"315183","4"
"315410","3"
"315532","1"
"315552","6"
"315678","4"
"315712","2"
"315719","3"
"315739","3"
"315752","4"
"315760","11"
"315788","5"
"315893","5"
