Id,HasAcceptedAnswer
"139368","1"
"139534","1"
"139867","0"
"140111","1"
"140127","0"
"141162","0"
"141248","0"
"141499","1"
"142845","1"
"143084","1"
"143285","0"
"143388","1"
"143622","1"
"144339","1"
"144421","1"
"144474","1"
"144657","0"
"145017","1"
"145110","1"
"145509","1"
"149662","0"
"149937","1"
"152127","0"
"152160","0"
"152988","1"
"153414","0"
"153482","1"
"153716","0"
"154042","0"
"154309","1"
"156514","0"
"156697","1"
"157198","1"
"158568","1"
"160382","1"
"160970","1"
"161485","1"
"163360","1"
"163385","0"
"163835","1"
"166015","1"
"167745","1"
"169799","1"
"170192","0"
"170554","1"
"170663","1"
"171097","1"
"172208","0"
"173017","0"
"173018","0"
"173487","1"
"173627","1"
"173646","1"
"173770","1"
"174881","0"
"174914","1"
"176084","1"
"176150","1"
"176302","0"
"176527","1"
"176870","0"
"177189","1"
"178200","0"
"178215","0"
"178752","0"
"179745","0"
"180097","1"
"180646","1"
"181106","1"
"181784","1"
"181840","1"
"182018","1"
"182393","1"
"182519","1"
"182702","0"
"183338","1"
"183830","0"
"184216","1"
"184857","1"
"185594","0"
"186311","1"
"186496","1"
"186799","1"
"186922","1"
"187188","1"
"187550","1"
"188233","0"
"188592","0"
"188878","0"
"189830","0"
"189947","1"
"193474","1"
"193809","1"
"194395","0"
"195020","1"
"195537","1"
"195639","1"
"196566","1"
"196890","1"
"198244","1"
"198679","1"
"199556","0"
"199624","1"
"199723","1"
"201312","1"
"201453","1"
"203968","1"
"205240","1"
"205689","1"
"207143","1"
"207237","0"
"207404","0"
"208672","1"
"209385","1"
"209493","1"
"209987","0"
"210998","1"
"211099","1"
"212009","1"
"212134","0"
"212302","1"
"213863","1"
"214741","1"
"215542","1"
"215912","1"
"216781","1"
"216796","1"
"217257","1"
"217707","1"
"218033","1"
"218285","1"
"2931","0"
"4149","1"
"5222","1"
"7661","1"
"7720","1"
"11338","0"
"12927","1"
"13751","0"
"14397","1"
"15851","1"
"16451","1"
"19952","1"
"20227","1"
"23372","0"
"23445","0"
"24623","0"
"25033","1"
"26547","1"
"26594","1"
"26638","1"
"27532","1"
"28202","1"
"28241","0"
"28675","1"
"29461","1"
"29505","1"
"29689","1"
"29820","1"
"30281","1"
"32001","1"
"32897","1"
"33438","1"
"33497","1"
"33901","1"
"35002","1"
"36347","1"
"36832","1"
"37449","1"
"37551","0"
"37628","1"
"37912","0"
"38068","0"
"39391","1"
"40039","1"
"40376","1"
"42546","0"
"43802","1"
"43842","1"
"44853","1"
"45424","1"
"45546","1"
"46568","1"
"46758","0"
"47009","1"
"47177","1"
"48733","1"
"50561","1"
"51390","1"
"51438","1"
"51582","1"
"52701","0"
"53562","1"
"54882","1"
"56045","1"
"56737","1"
"57537","1"
"57915","1"
"58886","1"
"59128","0"
"59175","1"
"61191","0"
"61559","1"
"62276","1"
"63030","0"
"63896","0"
"64038","0"
"64148","1"
"64209","1"
"65058","1"
"65150","0"
"65310","1"
"65668","0"
"65936","1"
"66104","1"
"66455","1"
"68109","1"
"69063","1"
"70072","0"
"70324","1"
"70785","1"
"70992","1"
"71469","1"
"72381","1"
"72479","1"
"73000","1"
"74693","0"
"74960","0"
"75245","0"
"75479","1"
"75848","1"
"76223","1"
"77387","1"
"77686","1"
"77718","0"
"78590","0"
"79891","1"
"79918","0"
"80592","1"
"81723","1"
"82359","1"
"82599","1"
"82691","1"
"83117","1"
"83787","1"
"84799","1"
"85046","1"
"85548","1"
"85701","0"
"86202","1"
"86487","1"
"86878","0"
"87030","0"
"87062","0"
"87603","1"
"87679","1"
"90238","1"
"90907","1"
"91280","1"
"91692","1"
"92475","0"
"93839","1"
"94542","1"
"95485","0"
"95886","1"
"96247","1"
"97204","1"
"97599","1"
"97640","0"
"99118","0"
"99389","1"
"100123","1"
"101024","1"
"104185","0"
"105544","0"
"106623","1"
"109383","0"
"110016","0"
"110083","1"
"110592","1"
"113511","1"
"116574","1"
"116978","1"
"119099","1"
"119926","0"
"120351","1"
"121324","1"
"122282","1"
"122407","1"
"122593","1"
"123003","1"
"123127","0"
"123335","1"
"123462","0"
"124115","0"
"125100","0"
"125878","0"
"126128","0"
"126881","0"
"127867","0"
"128042","1"
"129267","1"
"129451","1"
"129695","1"
"130506","1"
"131139","0"
"132210","0"
"132293","1"
"132295","1"
"132353","1"
"132409","0"
"133229","0"
"135679","0"
"135971","1"
"136474","1"
"136831","1"
"138059","0"
"138793","1"
"139389","1"
"140030","1"
"140131","1"
"140510","0"
"140765","1"
"141637","0"
"141693","1"
"142420","1"
"142504","1"
"142548","1"
"144058","1"
"144694","1"
"144936","1"
"145052","1"
"145922","1"
"146498","1"
"146576","1"
"146715","0"
"147454","1"
"147802","1"
"147845","0"
"148478","1"
"148681","1"
"149932","1"
"150167","1"
"150183","0"
"150554","1"
"150653","1"
"150820","0"
"151414","1"
"151590","1"
"152138","1"
"152757","0"
"152967","1"
"153392","1"
"153420","1"
"153537","0"
"153835","1"
"153994","1"
"155241","1"
"156032","1"
"156586","1"
"156852","1"
"157856","1"
"158121","1"
"158149","1"
"158174","1"
"159594","1"
"160697","1"
"161859","1"
"163113","0"
"163747","1"
"163998","1"
"164559","1"
"167131","1"
"167464","1"
"168426","1"
"169329","1"
"169420","1"
"169453","1"
"169814","1"
"171717","1"
"171952","1"
"172151","1"
"172397","1"
"172588","1"
"173298","0"
"173617","1"
"173960","1"
"174308","1"
"174383","1"
"175880","1"
"177324","1"
"178026","1"
"178836","0"
"179439","1"
"179513","1"
"179617","1"
"179849","1"
"180167","1"
"180784","1"
"180979","1"
"182073","1"
"182749","1"
"182872","1"
"183091","1"
"183292","1"
"184060","1"
"184563","1"
"184863","1"
"184864","0"
"185591","0"
"187004","0"
"188046","1"
"188388","0"
"189468","1"
"189559","0"
"189601","0"
"190204","1"
"190380","1"
"190629","1"
"190838","1"
"191215","1"
"191622","0"
"191998","1"
"192417","1"
"192684","1"
"192985","0"
"193602","1"
"193629","1"
"194289","0"
"194382","1"
"195468","1"
"195911","0"
"196037","1"
"196087","1"
"196094","1"
"196468","1"
"196610","1"
"196662","0"
"196721","1"
"196830","1"
"197372","1"
"197421","1"
"197891","1"
"198006","1"
"198041","1"
"198577","1"
"199077","1"
"199145","1"
"199847","1"
"200239","1"
"200387","0"
"202586","1"
"203422","0"
"203629","1"
"204174","1"
"206924","0"
"207498","1"
"207967","1"
"208261","1"
"208518","0"
"209281","1"
"209555","0"
"210266","0"
"210567","1"
"210657","0"
"211041","1"
"211311","1"
"211995","1"
"212239","1"
"212321","1"
"212805","1"
"2158","1"
"4922","1"
"6612","1"
"7596","1"
"11341","1"
"12144","1"
"12877","1"
"16140","1"
"16487","1"
"16689","0"
"18538","1"
"19766","1"
"22816","1"
"24551","1"
"24596","1"
"25532","1"
"25765","1"
"27578","1"
"28428","1"
"28949","1"
"29324","1"
"29751","0"
"30337","0"
"30696","0"
"31380","1"
"31415","1"
"31462","1"
"33829","1"
"35123","1"
"35842","1"
"37271","1"
"38183","0"
"38305","1"
"40028","1"
"40119","1"
"40471","1"
"40480","0"
"41107","1"
"42102","0"
"42383","1"
"42828","1"
"44005","0"
"44224","1"
"45075","1"
"45086","0"
"45361","1"
"46146","0"
"46160","1"
"46898","1"
"47683","1"
"51157","0"
"51452","0"
"53098","0"
"53365","1"
"53623","1"
"54909","1"
"56347","1"
"56974","1"
"58305","1"
"58939","1"
"60049","1"
"60160","1"
"61714","1"
"61796","1"
"62490","0"
"63800","0"
"64061","1"
"64454","1"
"66750","1"
"66767","0"
"68298","1"
"68633","1"
"69108","1"
"69702","1"
"70537","1"
"71030","1"
"71254","0"
"73095","1"
"73580","1"
"73881","1"
"74171","1"
"75218","1"
"76042","0"
"76327","1"
"77598","0"
"79002","1"
"79662","1"
"80690","1"
"81902","1"
"82245","1"
"83299","1"
"84058","0"
"84149","1"
"85085","1"
"85370","1"
"86607","1"
"87676","1"
"88269","0"
"88852","1"
"90885","1"
"91678","1"
"91981","1"
"93357","1"
"93911","1"
"95055","1"
"95389","1"
"96041","0"
"96059","0"
"96667","0"
"98856","1"
"100343","0"
"101072","1"
"102325","0"
"103519","1"
"103861","1"
"104373","1"
"104587","1"
"104599","1"
"104799","1"
"105307","1"
"105326","1"
"105698","1"
"106067","1"
"106770","1"
"107855","0"
"110712","1"
"112102","0"
"112234","0"
"112503","1"
"115008","0"
"115269","1"
"116571","0"
"116629","1"
"116640","1"
"116865","1"
"116957","1"
"117189","1"
"119696","0"
"119754","0"
"120082","0"
"120283","1"
"120380","1"
"121251","1"
"121988","0"
"122714","1"
"122847","1"
"123691","1"
"124299","1"
"125313","0"
"126631","1"
"126759","1"
"126798","1"
"127328","1"
"127411","0"
"128038","1"
"128043","1"
"128888","1"
"129072","1"
"129181","1"
"131704","1"
"131788","1"
"132440","1"
"132498","1"
"132976","0"
"133282","1"
"133436","1"
"133988","1"
"136300","0"
"136518","1"
"137645","1"
"137720","1"
"138097","1"
"138157","1"
"138425","1"
"138617","1"
"138631","1"
"139025","1"
"139909","0"
"140453","1"
"141090","1"
"141140","1"
"141733","1"
"141734","1"
"141859","0"
"144642","1"
"144807","1"
"145728","1"
"147181","1"
"147850","1"
"147981","0"
"148056","1"
"148350","1"
"149294","1"
"151917","1"
"153079","1"
"153724","1"
"153975","1"
"154031","1"
"154292","1"
"154352","1"
"154636","1"
"154728","1"
"154791","1"
"155388","0"
"155504","1"
"156472","1"
"156508","1"
"156689","1"
"156724","1"
"156915","1"
"156975","1"
"157132","1"
"157944","1"
"158778","1"
"160315","1"
"160482","1"
"160908","1"
"161160","1"
"161462","1"
"162187","1"
"162253","0"
"162563","1"
"162571","1"
"162874","1"
"163382","1"
"163407","1"
"163451","0"
"163552","0"
"164879","1"
"165346","1"
"166033","1"
"166298","1"
"166600","0"
"168080","1"
"168639","1"
"168706","1"
"169293","0"
"170635","0"
"171130","0"
"172841","1"
"173880","0"
"174131","1"
"174774","0"
"176051","1"
"176093","0"
"176236","1"
"177080","0"
"177513","1"
"179427","1"
"179460","1"
"180297","0"
"180713","1"
"180796","0"
"181398","1"
"181408","1"
"181551","1"
"182133","0"
"182278","1"
"182636","1"
"183629","1"
"183780","1"
"184147","1"
"185535","1"
"186169","0"
"188310","1"
"188311","0"
"188400","1"
"189094","1"
"189537","1"
"189787","1"
"189889","1"
"190007","0"
"190224","1"
"192078","1"
"192456","1"
"193166","1"
"193457","1"
"194125","1"
"194194","1"
"194328","0"
"195321","1"
"196824","0"
"197893","0"
"197896","0"
"198122","1"
"198431","1"
"198654","1"
"198982","1"
"199241","1"
"199499","1"
"199575","1"
"200319","0"
"200483","1"
"200535","1"
"200836","1"
"201078","1"
"201287","1"
"201606","1"
"201887","1"
"201888","1"
"201896","1"
"203174","1"
"203586","1"
"203677","1"
"204310","1"
"204388","1"
"205182","1"
"205183","0"
"205573","1"
"205749","1"
"206953","1"
"207636","1"
"207829","1"
"207831","1"
"207889","0"
"207938","1"
"207946","1"
"208149","1"
"208839","1"
"209366","1"
"209435","0"
"209516","1"
"209786","0"
"209812","1"
"210218","1"
"210996","1"
"211399","1"
"212569","1"
"213378","1"
"214622","0"
"214699","1"
"214748","1"
"215745","1"
"216890","1"
"217065","1"
"217831","0"
"218235","0"
"218350","1"
"218535","1"
"218608","1"
"564","1"
"2968","1"
"5527","1"
"6639","0"
"7681","1"
"8318","1"
"8599","1"
"8968","1"
"9044","1"
"10506","1"
"12870","1"
"14617","1"
"15695","1"
"16557","1"
"17373","1"
"17944","1"
"19011","1"
"19295","1"
"19838","1"
"21211","1"
"21652","1"
"21738","1"
"22697","1"
"22798","1"
"24495","1"
"25530","1"
"25614","1"
"26984","1"
"28538","1"
"28832","1"
"29426","1"
"30160","1"
"30428","0"
"30627","1"
"32790","1"
"33412","1"
"33476","1"
"33751","1"
"34144","1"
"34413","1"
"34571","1"
"35248","0"
"35507","1"
"36701","1"
"37089","1"
"37929","1"
"38057","1"
"39108","0"
"39194","1"
"40663","1"
"41233","1"
"41659","1"
"42153","1"
"44824","1"
"47524","1"
"47676","1"
"48249","1"
"48293","1"
"48442","1"
"49473","1"
"49824","1"
"51002","1"
"51276","1"
"52112","1"
"53316","1"
"54686","1"
"54886","0"
"56707","1"
"56843","1"
"56943","1"
"57484","1"
"59299","1"
"59832","1"
"60302","1"
"61795","1"
"62398","0"
"62423","0"
"62491","1"
"63042","0"
"63687","0"
"64781","1"
"65475","1"
"66032","1"
"66528","0"
"66875","0"
"68156","1"
"68691","1"
"68999","1"
"69917","0"
"70170","1"
"70471","1"
"70890","0"
"71491","0"
"71692","1"
"71755","0"
"71842","1"
"71906","1"
"73736","0"
"74641","1"
"74674","0"
"75175","0"
"75626","0"
"76254","1"
"77213","1"
"78811","0"
"78869","1"
"80021","1"
"80697","1"
"80892","1"
"81323","1"
"81449","0"
"81786","1"
"82151","1"
"82235","1"
"82645","1"
"83157","0"
"84282","1"
"84340","1"
"86221","1"
"86531","1"
"86780","1"
"87425","1"
"87885","1"
"88036","1"
"88235","1"
"88471","0"
"88838","1"
"88879","0"
"90682","1"
"91061","1"
"91179","1"
"92456","1"
"92537","1"
"92781","1"
"93049","1"
"93091","1"
"93408","1"
"93417","1"
"93944","1"
"94011","1"
"95181","1"
"97392","0"
"97586","1"
"98045","1"
"98079","1"
"99074","0"
"99098","1"
"99242","1"
"99315","0"
"99626","1"
"99866","1"
"100211","1"
"100737","1"
"100785","0"
"102425","1"
"103202","1"
"103203","1"
"103938","1"
"105340","0"
"106336","1"
"106367","0"
"106402","1"
"107823","1"
"108200","0"
"109294","0"
"110328","1"
"111390","1"
"112320","1"
"112517","1"
"112854","1"
"113464","1"
"113915","1"
"115203","1"
"115277","1"
"115500","1"
"115503","1"
"115835","0"
"115971","1"
"116053","0"
"116121","1"
"116164","1"
"116587","1"
"117690","1"
"119732","1"
"119815","1"
"120791","1"
"122110","1"
"122855","1"
"123575","1"
"123773","1"
"123809","1"
"123902","0"
"124453","1"
"124585","1"
"124685","1"
"125377","0"
"126063","0"
"127001","1"
"127869","1"
"128377","1"
"129968","1"
"130960","0"
"131020","1"
"131662","1"
"132432","1"
"132590","1"
"133993","0"
"135314","1"
"137212","1"
"137972","0"
"138099","1"
"138116","0"
"138355","1"
"138533","1"
"138948","1"
"139525","1"
"139984","1"
"139996","1"
"140113","1"
"140537","1"
"141241","1"
"141993","1"
"142151","1"
"142317","1"
"142743","1"
"144892","1"
"145641","1"
"146020","1"
"146311","0"
"146888","0"
"146931","1"
"146989","0"
"147859","1"
"148568","0"
"148601","1"
"148728","0"
"148828","1"
"149153","1"
"150849","1"
"151778","1"
"152077","1"
"152462","0"
"152714","1"
"153491","1"
"154248","1"
"154577","1"
"155101","1"
"155243","0"
"155672","1"
"156529","1"
"157491","1"
"158336","1"
"159190","1"
"159282","0"
"161003","0"
"161518","0"
"161529","1"
"161654","0"
"161988","1"
"162079","1"
"162497","1"
"162991","1"
"163632","1"
"164292","1"
"164343","1"
"164378","1"
"166340","1"
"167812","1"
"170854","1"
"171205","1"
"172573","1"
"172869","1"
"173392","1"
"173763","0"
"173846","1"
"174380","0"
"174439","0"
"174749","0"
"175055","0"
"176446","1"
"176745","1"
"176902","0"
"176913","1"
"177412","0"
"177514","1"
"177863","1"
"178667","1"
"178700","1"
"179743","1"
"179955","1"
"180398","1"
"180924","1"
"181225","0"
"181568","1"
"181615","1"
"181690","1"
"181842","1"
"182452","1"
"182594","0"
"182721","1"
"184491","1"
"184609","1"
"184825","1"
"184983","1"
"185211","0"
"185893","1"
"185937","1"
"186615","1"
"187216","1"
"187676","1"
"188176","1"
"188944","1"
"190542","1"
"190559","1"
"190833","1"
"191592","1"
"191826","1"
"193483","1"
"194086","1"
"194261","1"
"195070","0"
"195587","1"
"196014","0"
"196265","0"
"197057","1"
"197174","1"
"197635","1"
"197784","1"
"197986","1"
"198703","1"
"199564","0"
"199774","0"
"200310","0"
"200609","1"
"200752","1"
"201188","1"
"201204","0"
"202148","1"
"202740","1"
"203475","1"
"123","1"
"382","1"
"3049","1"
"4242","1"
"6392","1"
"6658","1"
"7269","1"
"12088","1"
"15305","1"
"15649","1"
"17645","1"
"18524","1"
"20003","1"
"20880","1"
"21207","1"
"21934","1"
"22115","1"
"22409","1"
"23402","1"
"23763","1"
"23853","1"
"24221","1"
"24723","1"
"24991","1"
"25192","1"
"26305","1"
"27581","1"
"31201","1"
"31584","1"
"31693","1"
"32586","0"
"33262","1"
"33708","1"
"33956","0"
"35186","1"
"37026","1"
"37041","1"
"37310","1"
"37335","1"
"37692","1"
"37976","1"
"41513","0"
"41686","1"
"41894","1"
"43157","1"
"43808","1"
"44396","1"
"44912","1"
"45414","1"
"45865","1"
"47145","1"
"47605","1"
"48088","1"
"48179","1"
"48203","1"
"49226","1"
"52343","1"
"53845","1"
"54221","1"
"54487","0"
"55375","1"
"55440","1"
"55709","1"
"56687","1"
"59787","1"
"61150","1"
"61615","1"
"62713","0"
"62929","0"
"63748","1"
"63758","1"
"64000","1"
"64875","1"
"65200","1"
"66288","0"
"66423","1"
"66446","1"
"66505","0"
"66923","1"
"67275","1"
"68120","1"
"68209","1"
"68527","1"
"69470","1"
"70216","1"
"70909","0"
"72304","0"
"72996","0"
"73366","0"
"74620","1"
"74818","1"
"75379","1"
"76214","1"
"76217","0"
"76291","0"
"76300","1"
"76314","1"
"76549","1"
"77418","0"
"77813","0"
"79843","1"
"80042","0"
"80476","0"
"80634","1"
"80692","1"
"80876","0"
"81160","1"
"81495","1"
"82123","1"
"82305","1"
"82949","0"
"83918","1"
"84486","0"
"87137","1"
"88434","1"
"88991","1"
"89350","0"
"89620","0"
"89859","1"
"91214","1"
"91307","1"
"91731","0"
"92452","1"
"93595","0"
"95134","1"
"95767","1"
"96922","0"
"97123","0"
"98090","1"
"99012","0"
"99302","0"
"100089","0"
"100832","0"
"101100","1"
"101267","1"
"101541","0"
"102171","1"
"102453","0"
"102778","0"
"103271","1"
"103508","0"
"103791","1"
"103848","1"
"105754","1"
"105998","1"
"106446","0"
"106622","1"
"108171","1"
"109072","0"
"109948","1"
"110926","1"
"111045","0"
"112154","1"
"112480","0"
"113776","0"
"114764","1"
"114914","1"
"115103","1"
"115692","1"
"116276","1"
"116415","1"
"116650","1"
"118272","1"
"118724","1"
"119392","0"
"121205","1"
"121715","1"
"122685","1"
"122728","0"
"124148","1"
"124671","1"
"125409","1"
"126260","1"
"126521","0"
"127205","0"
"127713","1"
"128267","1"
"129034","1"
"129989","0"
"130448","1"
"131176","1"
"131866","0"
"132326","0"
"132411","0"
"132444","0"
"132501","1"
"134492","1"
"134510","0"
"134791","1"
"135534","1"
"135628","1"
"136580","1"
"136696","1"
"137158","1"
"137868","1"
"138511","1"
"140056","1"
"140575","1"
"140758","1"
"141560","1"
"141888","1"
"142404","1"
"142445","1"
"142863","1"
"142965","1"
"143341","1"
"143515","1"
"143523","1"
"145972","1"
"146391","1"
"147420","1"
"147468","1"
"148204","1"
"151204","0"
"151496","0"
"151874","0"
"152190","1"
"152205","1"
"152215","1"
"152342","1"
"153427","1"
"153478","1"
"155740","0"
"156002","1"
"156275","1"
"156503","1"
"156527","1"
"156684","1"
"156777","1"
"156912","1"
"158618","1"
"158665","1"
"158935","1"
"159846","1"
"160611","0"
"161224","1"
"161614","1"
"162551","1"
"162911","1"
"162969","1"
"163722","0"
"165175","0"
"165846","1"
"165945","0"
"166051","1"
"166179","0"
"166996","0"
"167325","1"
"168837","1"
"169573","1"
"169662","1"
"169815","0"
"170600","1"
"171828","1"
"173790","1"
"174024","1"
"174417","1"
"176137","1"
"176196","1"
"176973","0"
"177242","1"
"177469","0"
"178554","1"
"179415","1"
"179799","0"
"179839","1"
"180023","0"
"180358","1"
"182316","1"
"182323","1"
"183366","1"
"183409","1"
"183434","1"
"183499","1"
"184678","1"
"185004","1"
"186917","1"
"187453","1"
"187462","1"
"187687","0"
"189608","0"
"190376","1"
"190644","0"
"190714","1"
"191387","1"
"191766","1"
"193269","1"
"194430","1"
"196170","0"
"196628","1"
"196845","1"
"197474","1"
"198240","0"
"199428","0"
"200106","0"
"200229","1"
